x= 1.69131 y= 0.427238 yaw= -0.638167 dt= 0.0327272[12.5382,-24.9294|12.8791,-24.9598][10.7569,-24.7862|11.0839,-24.8324][14.7215,-24.8458|15.0753,-24.879][9.52529,-24.6762|9.84523,-24.7284][10.1673,-24.5421|10.4921,-24.5871][13.1863,-24.2145|13.5296,-24.2527][14.5006,-24.2696|14.8479,-24.3077][12.4924,-24.1325|12.844,-24.1755][14.296,-20.8696|17.1092,-24.5019][11.547,-24.0785|11.8934,-24.1144]
x= 2.10114 y= 0.598661 yaw= -0.688843 dt= 0.0325758[12.8791,-24.9598|13.0604,-24.8521][11.0839,-24.8324|11.2515,-24.733][15.0753,-24.879|15.2625,-24.7967][15.8857,-21.2042|6.78745,-8.94414][9.84523,-24.7284|9.99396,-24.6329][10.4921,-24.5871|10.6479,-24.4893][13.5296,-24.2527|13.7004,-24.1511][14.8479,-24.3077|15.0279,-24.2188][12.844,-24.1755|13.0048,-24.0708][17.1092,-24.5019|17.2955,-24.4284]
x= 1.89191 y= 0.50178 yaw= -0.391963 dt= 0.0324244[13.0604,-24.8521|12.8637,-24.6964][11.2515,-24.733|11.0454,-24.5925][15.2625,-24.7967|15.0649,-24.6508][9.99396,-24.6329|9.78227,-24.4934][10.6479,-24.4893|10.4433,-24.3471][13.7004,-24.1511|13.507,-24.0145][15.0279,-24.2188|14.827,-24.0816][13.0048,-24.0708|12.8133,-23.9472][17.2955,-24.4284|17.0923,-24.307][12.0374,-24.0094|11.8428,-23.8869]
x= 2.06717 y= 0.567395 yaw= -0.770116 dt= 0.0325582[12.8637,-24.6964|13.0686,-25.2703][11.0454,-24.5925|11.205,-25.1462][15.0649,-24.6508|15.2819,-25.2493][9.78227,-24.4934|9.93046,-25.0763][10.4433,-24.3471|10.6059,-24.9042][13.507,-24.0145|13.7077,-24.5838][14.827,-24.0816|15.0406,-24.6652][12.8133,-23.9472|13.0116,-24.5071][11.8428,-23.8869|12.0301,-24.4422][13.0074,-23.8156|13.2059,-24.3769]
x= 2.29634 y= 0.661674 yaw= -0.674314 dt= 0.032419[13.0686,-25.2703|12.9584,-24.9516][11.205,-25.1462|11.0973,-24.8334][15.2819,-25.2493|15.1747,-24.9578][11.7739,-15.8273|10.9696,-14.6692][9.93046,-25.0763|9.81671,-24.765][10.6059,-24.9042|10.4914,-24.5911][13.7077,-24.5838|13.594,-24.2683][15.0406,-24.6652|14.9283,-24.3746][13.0116,-24.5071|12.8989,-24.1833][12.0301,-24.4422|11.9078,-24.1202]
x= 2.10737 y= 0.576856 yaw= -0.581515 dt= 0.0322802[12.9584,-24.9516|12.8315,-24.8286][11.0973,-24.8334|10.9587,-24.7158][15.1747,-24.9578|15.0445,-24.8369][9.81671,-24.765|9.67067,-24.6523][10.4914,-24.5911|10.3543,-24.4764][13.594,-24.2683|13.4635,-24.1643][14.9283,-24.3746|14.7964,-24.2588][12.8989,-24.1833|12.775,-24.0816][14.6878,-21.0185|17.0797,-24.5206][11.9078,-24.1202|11.777,-24.0156]
x= 2.1868 y= 0.604354 yaw= -0.722955 dt= 0.0321412[12.8315,-24.8286|12.959,-25.0633][10.9587,-24.7158|11.0632,-24.9535][15.0445,-24.8369|15.1791,-25.0813][9.67067,-24.6523|9.75786,-24.9113][10.3543,-24.4764|10.4525,-24.7192][13.4635,-24.1643|13.5919,-24.4021][14.7964,-24.2588|14.9281,-24.5099][12.775,-24.0816|12.8993,-24.309][17.0797,-24.5206|17.2188,-24.7844][11.777,-24.0156|11.8919,-24.2466]
x= 2.24028 y= 0.623578 yaw= -0.788075 dt= 0.0320022[12.959,-25.0633|12.8605,-24.901][11.0632,-24.9535|10.9526,-24.7971][15.1791,-25.0813|15.0807,-24.9508][18.6886,-25.1418|15.8617,-21.3436][9.75786,-24.9113|9.63969,-24.7592][10.4525,-24.7192|10.3422,-24.5583][13.5919,-24.4021|13.4903,-24.2476][14.9281,-24.5099|14.8248,-24.3755][12.8993,-24.309|12.7952,-24.1561][17.2188,-24.7844|17.1224,-24.6622]
x= 2.40316 y= 0.686315 yaw= -0.815054 dt= 0.0318632[12.8605,-24.901|12.4978,-24.9585][10.9526,-24.7971|10.5917,-24.8571][15.0807,-24.9508|14.7255,-25.0137][15.8617,-21.3436|18.2313,-25.0755][9.63969,-24.7592|9.26341,-24.8177][10.3422,-24.5583|9.97366,-24.6203][13.4903,-24.2476|13.1285,-24.3079][14.8248,-24.3755|14.4713,-24.4392][12.7952,-24.1561|12.4382,-24.2155][17.1224,-24.6622|16.764,-24.7488]
x= 2.3815 y= 0.632007 yaw= -0.76943 dt= 0.0317245[12.4978,-24.9585|12.4454,-24.8801][10.5917,-24.8571|10.5188,-24.7915][14.7255,-25.0137|14.6737,-24.9545][18.2313,-25.0755|18.1622,-25.0058][9.26341,-24.8177|9.18307,-24.7749][9.97366,-24.6203|9.89963,-24.5512][13.1285,-24.3079|13.0765,-24.23][14.4713,-24.4392|14.4093,-24.3811][12.4382,-24.2155|12.3807,-24.1337][16.764,-24.7488|16.7107,-24.689]
x= 2.30889 y= 0.590452 yaw= -0.611185 dt= 0.0315855[12.4454,-24.8801|12.7179,-24.7356][10.5188,-24.7915|10.7757,-24.6494][14.6737,-24.9545|14.943,-24.8091][18.1622,-25.0058|18.4412,-24.8465][9.18307,-24.7749|9.42732,-24.6409][9.89963,-24.5512|10.1596,-24.4106][13.0765,-24.23|13.3438,-24.0851][14.4093,-24.3811|14.6882,-24.2325][12.3807,-24.1337|12.6551,-23.9952][16.7107,-24.689|16.9918,-24.5514]
x= 2.53818 y= 0.669274 yaw= -0.839972 dt= 0.0314465[12.7179,-24.7356|12.7138,-25.1262][10.7757,-24.6494|10.7323,-25.0462][14.943,-24.8091|14.9459,-25.2193][9.42732,-24.6409|9.35758,-25.0648][10.1596,-24.4106|10.1141,-24.8064][13.3438,-24.0851|13.3391,-24.4806][14.6882,-24.2325|14.6886,-24.6464][12.6551,-23.9952|12.6444,-24.3905][16.9918,-24.5514|17.0027,-24.9994][11.6125,-23.9434|11.5868,-24.3356]
x= 2.45141 y= 0.60744 yaw= -0.926424 dt= 0.0624764[12.7138,-25.1262|12.5206,-25.2277][10.7323,-25.0462|10.5092,-25.1365][14.9459,-25.2193|14.7621,-25.359][9.35758,-25.0648|9.10307,-25.1617][10.1141,-24.8064|9.88472,-24.8925][13.3391,-24.4806|13.1518,-24.5903][14.6886,-24.6464|14.4998,-24.7792][12.6444,-24.3905|12.4539,-24.4875][17.0027,-24.9994|16.8315,-25.1766][11.5868,-24.3356|11.3818,-24.4315]
x= 2.45141 y= 0.60744 yaw= -2.21995 dt= 5.52217[10.5092,-25.1365|5.31837,-0.889155][14.7621,-25.359|2.20852,0.192559][9.88472,-24.8925|4.07933,-19.201][14.4998,-24.7792|1.87145,0.00655813][2.74877,-6.65407|2.26606,-4.33][2.36749,-5.68863|2.16045,-3.95347][0.363377,-22.5207|-8.55049,-16.2467][2.57109,-5.81287|5.5588,-2.5123][2.81367,-6.68131|8.90925,-22.8258][0.778733,-21.7355|-3.58123,-21.0494]
x= 2.44606 y= 0.602245 yaw= -2.22044 dt= 0.0334604[5.023,-0.839774|5.32976,-0.891754][2.14905,0.187374|2.34514,0.202573][4.07933,-19.201|4.07423,-19.2129][1.80217,0.00631536|1.83097,0.00524976][2.35487,-4.49971|2.35345,-4.49237][2.16045,-3.95347|2.19679,-4.01609][-8.55049,-16.2467|-8.55565,-16.2667][5.7574,-2.60206|5.77181,-2.61161][8.90925,-22.8258|8.9077,-22.7967][-3.58123,-21.0494|-3.5903,-21.0266]
x= 2.45155 y= 0.598088 yaw= -2.20551 dt= 0.0334656[4.68651,-0.784128|4.95884,-0.828085][2.19594,0.189685|2.20357,0.189722][4.07423,-19.2129|4.10024,-19.1739][1.85406,0.00531597|1.81522,0.00565433][2.50055,-4.77315|2.50697,-4.76882][2.23606,-4.0879|2.16496,-3.94264][-8.55565,-16.2667|-8.53674,-16.236][5.77181,-2.61161|5.79205,-2.61042][8.9077,-22.7967|8.93498,-22.7574][-3.5903,-21.0266|-3.57283,-20.9833]
x= 2.50626 y= 0.601672 yaw= -2.21851 dt= 0.0334711[4.4708,-0.746587|4.55532,-0.753277][2.12635,0.183074|2.15243,0.189132][4.10024,-19.1739|4.12068,-19.1656][1.793,0.0055851|1.84281,0.0109893][2.674,-5.08654|2.45868,-4.67437][2.20292,-4.01177|2.13073,-3.87891][-8.53674,-16.236|-8.53028,-16.2167][5.89749,-2.65794|5.80949,-2.61262][8.93498,-22.7574|8.95965,-22.767][-3.57283,-20.9833|-3.56727,-20.9759]
x= 2.34094 y= 0.52002 yaw= -2.22711 dt= 0.0334761[4.07953,-0.674599|4.02968,-0.667663][2.19117,0.192536|2.16062,0.188147][4.12068,-19.1656|4.14795,-19.2335][1.82004,0.0108535|1.78444,0.00916378][2.50999,-4.77191|2.57227,-4.88338][2.13073,-3.87891|2.17369,-3.95442][-8.53028,-16.2167|-8.51681,-16.2793][8.95965,-22.767|8.99739,-22.8238][-3.56727,-20.9759|-3.54575,-21.0283][-0.781384,-16.6825|-1.0545,-23.1454]
x= 2.43864 y= 0.526202 yaw= -2.17929 dt= 0.0334814[3.65335,-0.605309|3.6177,-0.604478][2.14157,0.186488|2.20713,0.191171][4.14795,-19.2335|4.20754,-19.3349][1.76326,0.009055|1.76868,0.00718935][2.74754,-5.21613|2.97042,-5.62424][2.13681,-3.88732|2.22852,-4.04281][-8.51681,-16.2793|-7.9524,-15.3555][8.99739,-22.8238|9.08542,-22.936][-3.54575,-21.0283|-3.47871,-21.1228][-1.0545,-23.1454|-0.926709,-21.8273]
x= 2.39727 y= 0.520009 yaw= -2.15112 dt= 0.0334866[3.48007,-0.581482|3.32495,-0.552059][2.16811,0.187792|2.12176,0.18323][4.20754,-19.3349|4.2591,-19.2786][1.76868,0.00718935|1.84406,0.00716419][2.83226,-5.36263|3.13222,-5.89608][2.22852,-4.04281|2.19624,-3.96164][-8.47058,-16.356|-6.08398,-11.7839][9.08542,-22.936|9.1259,-22.8678][-3.47871,-21.1228|-3.42999,-21.0678][-0.987093,-23.2495|-0.939968,-23.1909]
x= 2.46392 y= 0.524815 yaw= -2.09011 dt= 0.0334918[3.40703,-0.565687|2.86905,-0.471543][2.14016,0.184819|2.02865,0.179875][4.2591,-19.2786|4.21334,-19.2159][1.77827,0.0069086|1.83593,0.0136786][3.13222,-5.89608|3.12511,-5.88033][2.19624,-3.96164|2.15355,-3.88479][-8.42448,-16.3172|-8.47455,-16.2444][9.1259,-22.8678|9.0922,-22.8054][-3.42999,-21.0678|-3.4681,-20.9922][-0.939968,-23.1909|-0.983848,-23.1244]
x= 2.78684 y= 0.551688 yaw= -1.8801 dt= 0.0334971[2.86905,-0.471543|2.67905,-0.445957][2.04541,0.181361|2.14113,0.187853][4.21334,-19.2159|4.23579,-19.2664][1.74941,0.0130339|1.77604,0.0107526][2.70833,-5.09609|2.97722,-5.60614][2.15355,-3.88479|2.19411,-3.96009][-8.47455,-16.2444|-8.4698,-16.2993][9.0922,-22.8054|9.10707,-22.8515][-3.4681,-20.9922|-3.45588,-21.0454][-0.983848,-23.1244|-0.971596,-23.169]
x= 2.81014 y= 0.552105 yaw= -1.87217 dt= 0.0335026[2.3588,-0.392648|2.45054,-0.408883][2.14113,0.187853|2.0616,0.178053][4.23579,-19.2664|4.28569,-19.2848][1.75495,0.0106249|1.8286,0.00782038][2.83874,-5.34538|2.55506,-4.79378][2.12089,-3.82794|2.09611,-3.76975][-8.4698,-16.2993|-8.42937,-16.3042][9.10707,-22.8515|9.16164,-22.879][-3.45588,-21.0454|-3.41064,-21.065][-0.971596,-23.169|-0.925505,-23.1952]
x= 2.85305 y= 0.555006 yaw= -1.80361 dt= 0.0335076[2.49464,-0.416242|2.50038,-0.423212][2.04471,0.176595|2.15632,0.179339][4.28569,-19.2848|4.33338,-19.3467][1.76401,0.00754417|1.74784,-0.00203183][2.55506,-4.79378|2.80025,-5.24569][2.13102,-3.83254|2.21541,-3.97714][-8.42937,-16.3042|-8.40023,-16.3448][9.16164,-22.879|9.22315,-22.9581][-3.41064,-21.065|-3.36325,-21.132][-0.925505,-23.1952|-0.879339,-23.2654]
x= 2.29272 y= 0.549963 yaw= -3.9305 dt= 0.0335131[2.56985,-0.43497|2.77543,-0.475103][2.08377,0.173306|2.06982,0.168154][4.33338,-19.3467|4.25615,-19.3357][1.74784,-0.00203183|1.76706,-0.00527029][2.46421,-4.61619|2.54821,-4.80601][2.07256,-3.72069|2.05843,-3.71921][-8.40023,-16.3448|-8.46974,-16.3298][9.22315,-22.9581|9.13288,-22.9518][-3.36325,-21.132|-3.45657,-21.114][-0.879339,-23.2654|-0.978037,-23.2512]
x= 2.29272 y= 0.549963 yaw= -1.87665 dt= 0.0335181[2.66853,-0.456803|2.64802,-0.454681][2.05287,0.166777|2.02989,0.161464][4.25615,-19.3357|4.26286,-19.4335][1.80978,-0.00539772|1.75317,-0.00891957][2.44622,-4.61367|2.77909,-5.28618][2.05843,-3.71921|2.12434,-3.87487][-4.96979,-9.58185|-8.47494,-16.3827][9.13288,-22.9518|9.13904,-23.1065][-3.45657,-21.114|-3.4669,-21.2227][-0.978037,-23.2512|-0.988423,-23.3923]
x= 2.32661 y= 0.547949 yaw= -1.87609 dt= 0.0335233[2.09807,0.166887|2.03576,0.174658][4.26286,-19.4335|4.35739,-19.3541][1.77376,-0.0090243|1.7337,0.0072904][3.05713,-5.81506|3.08052,-5.80358][2.16039,-3.94062|2.10458,-3.8035][-7.9565,-15.3805|-8.38781,-16.3111][9.13904,-23.1065|9.24052,-23.0424][-3.4669,-21.2227|-3.37658,-21.15][-0.988423,-23.3923|-0.898486,-23.3266][-0.882506,-22.3105|-0.792739,-22.24]
x= 2.16582 y= 0.522217 yaw= -1.81748 dt= 0.0335286[2.94575,-0.4905|3.45886,-0.586787][2.10345,0.180466|2.07774,0.167444][4.35739,-19.3541|4.29671,-19.3131][1.77387,0.00745931|1.88992,-0.00911678][2.17595,-3.93247|2.13274,-3.84471][-8.38781,-16.3111|-8.4542,-16.2839][9.24052,-23.0424|9.19267,-22.9313][-3.37658,-21.15|-3.44623,-21.068][-0.898486,-23.3266|-0.952696,-23.2106][-0.792739,-22.24|-0.852582,-22.141]
x= 2.6812 y= 0.560118 yaw= -0.905139 dt= 0.0335295[3.37553,-0.57265|3.51155,-0.58172][2.09504,0.168838|2.10706,0.17564][4.29671,-19.3131|4.36521,-19.1641][1.77994,-0.00858629|1.70784,0.000726673][3.83803,-7.21304|3.08908,-5.74099][2.16893,-3.90995|2.11122,-3.76299][-8.4542,-16.2839|-8.39676,-16.1357][9.19267,-22.9313|9.2568,-22.7981][-3.44623,-21.068|-3.37085,-20.9245][-0.952696,-23.2106|-0.882016,-23.0757]
x= 3.11434 y= 0.628435 yaw= -1.04582 dt= 0.0334122[3.46818,-0.574535|3.23133,-0.527443][2.07267,0.172773|2.04585,0.178711][4.36521,-19.1641|4.3398,-19.1623][1.80827,0.000769406|1.75066,0.0133173][2.94188,-5.46742|4.10671,-7.66501][2.04424,-3.6436|2.29303,-4.10498][-8.39676,-16.1357|-8.42654,-16.1111][9.2568,-22.7981|9.22861,-22.8251][-3.37085,-20.9245|-3.40576,-20.924][-0.882016,-23.0757|-0.917481,-23.0852]
x= 3.21971 y= 0.641809 yaw= -1.07439 dt= 0.0334144[3.55848,-0.580843|3.96659,-0.652908][2.0791,0.181616|2.07141,0.178349][4.3398,-19.1623|4.3674,-19.2495][1.7116,0.0130202|1.81836,0.0107433][4.56285,-8.51638|3.74284,-6.99396][2.21393,-3.96338|2.1453,-3.84533][-8.42654,-16.1111|-7.89451,-15.1884][9.22861,-22.8251|9.25786,-22.9154][-3.40576,-20.924|-3.39003,-20.9917][-0.917481,-23.0852|-0.902782,-23.152]
x= 3.14682 y= 0.623791 yaw= -1.21093 dt= 0.0334167[3.80547,-0.626388|3.76794,-0.644106][2.14029,0.184279|2.08346,0.166673][3.7275,-16.4291|4.35131,-19.4551][1.81836,0.0107433|1.72776,-0.00623274][2.0432,-3.66232|2.17248,-3.9498][-8.40891,-16.1781|-8.42992,-16.3388][9.25786,-22.9154|9.2157,-23.1409][-3.39003,-20.9917|-3.45024,-21.19][-0.902782,-23.152|-0.967707,-23.3558][-0.795712,-22.0699|-0.797827,-20.9077]
x= 3.13822 y= 0.616342 yaw= -1.17709 dt= 0.0334189[4.03711,-0.690119|4.64494,-0.796531][2.03433,0.162743|2.03195,0.159766][4.35131,-19.4551|4.3641,-19.4708][1.7874,-0.00644791|1.77649,-0.0095593][3.96949,-7.51812|4.40082,-8.32463][2.24873,-4.08843|2.29248,-4.16178][-8.42992,-16.3388|-8.43174,-16.3597][9.2157,-23.1409|9.23083,-23.1438][-3.45024,-21.19|-3.44234,-21.1912][-0.967707,-23.3558|-0.953599,-23.3571]
x= 3.19977 y= 0.622409 yaw= -1.23115 dt= 0.0334213[5.05988,-0.867687|5.16302,-0.873599][2.09747,0.164918|2.01061,0.163232][3.72469,-16.618|4.36407,-19.4118][1.66292,-0.00894817|1.7222,-0.00117826][4.56364,-8.63263|4.24553,-8.01908][2.25221,-4.08868|2.25094,-4.07916][-8.43174,-16.3597|-8.43378,-16.2802][9.23083,-23.1438|9.225,-23.0937][-3.44234,-21.1912|-3.44834,-21.1099][-0.953599,-23.3571|-0.968085,-23.2855]
