x= 0.0897185 y= -1.25925e-05 yaw= -0.019295 dt= 0.225[-1.76293,-1.21726|-1.74858,-1.2063][-2.15062,-1.21935|-2.13258,-1.20861][-2.13918,-1.21925|-2.12129,-1.20861][-2.04044,-1.21754|-2.02399,-1.20769][-2.01104,-1.21796|-1.99447,-1.20783][-1.9659,-1.21915|-1.95023,-1.20902][-1.79349,-1.21884|-1.77837,-1.2079][-1.78145,-1.21922|-1.7668,-1.20803][-1.6674,-1.21824|-1.6538,-1.20782][-1.65778,-1.21826|-1.64443,-1.20785]
x= 0.100251 y= -1.59302e-05 yaw= -0.0202924 dt= 0.21[-2.13169,-1.21389|-2.11529,-1.20455][-2.09182,-1.21301|-2.07532,-1.20346][-1.991,-1.2147|-1.97576,-1.20484][-1.73775,-1.21337|-1.72427,-1.204][-1.71406,-1.21368|-1.701,-1.20421][-1.66422,-1.21328|-1.65167,-1.2038][-1.64785,-1.21273|-1.63537,-1.20341][-1.61159,-1.21245|-1.59904,-1.20319][-0.898246,-1.21355|-0.891364,-1.20372][-0.89105,-1.21325|-0.884396,-1.20364]
x= 0.11057 y= -1.97788e-05 yaw= -0.0216883 dt= 0.205[-2.05469,-1.20811|-2.03913,-1.19903][-2.02793,-1.20829|-2.01303,-1.19913][-1.73311,-1.20874|-1.71999,-1.19961][-1.67595,-1.2087|-1.66334,-1.19956][-1.62973,-1.20774|-1.61745,-1.19865][-1.47467,-1.20911|-1.46395,-1.19993][-1.45266,-1.20828|-1.44242,-1.1993][-1.28503,-1.20873|-1.275,-1.19935][-0.913695,-1.20919|-0.907222,-1.19968][-0.8751,-1.20913|-0.867824,-1.19914]
x= 0.121689 y= -2.41512e-05 yaw= -0.022547 dt= 0.22[-2.02852,-1.20369|-2.01208,-1.19378][-1.67401,-1.20429|-1.66093,-1.19443][-1.66916,-1.20417|-1.65602,-1.1943][-1.54203,-1.20391|-1.52909,-1.19389][-1.53528,-1.204|-1.52234,-1.19392][-1.48368,-1.2042|-1.47086,-1.1939][-1.38312,-1.20402|-1.37169,-1.19414][-1.17358,-1.20516|-1.16368,-1.19498][-0.85058,-1.2039|-0.843328,-1.19384][-0.802968,-1.20424|-0.796248,-1.19376]
x= 0.132576 y= -2.86279e-05 yaw= -0.0240742 dt= 0.216[1.05153,-0.891477|1.05153,-0.89147][0.102162,-1.19362|0.101591,-1.18579][-2.07938,-1.19979|-2.0628,-1.18999][-2.06371,-1.19951|-2.0472,-1.18976][-1.7927,-1.19919|-1.77829,-1.18962][-1.65949,-1.19954|-1.64648,-1.18978][-0.883433,-1.19938|-0.876496,-1.18951][-0.862716,-1.19937|-0.856092,-1.18941][-0.854148,-1.19957|-0.847604,-1.18955][-0.780127,-1.19912|-0.773731,-1.18958]
x= 0.146657 y= -3.53038e-05 yaw= -0.0263822 dt= 0.28[0.102204,-1.19227|0.101213,-1.18254][-2.0291,-1.19564|-2.00736,-1.18306][-1.99427,-1.19538|-1.97331,-1.18288][-1.95874,-1.1951|-1.93859,-1.18263][-1.954,-1.19516|-1.93389,-1.18271][-1.94511,-1.19511|-1.92498,-1.18265][-1.30314,-1.19568|-1.28949,-1.18345][-2.12271,-1.19475|-2.0998,-1.1818][-2.04359,-1.19335|-2.02172,-1.18067][-2.00813,-1.19304|-1.98691,-1.1805]
x= 0.157539 y= -4.08082e-05 yaw= -0.0282025 dt= 0.219[0.102058,-1.18841|0.101249,-1.18113][-1.93335,-1.18916|-1.91776,-1.1794][-1.88202,-1.18042|-1.86649,-1.17072][-0.430729,-1.18916|-0.427277,-1.17956][-2.0482,-1.18749|-2.03121,-1.17781][-2.0342,-1.18759|-2.01733,-1.17775][-1.97255,-1.18681|-1.95648,-1.17713][-1.77066,-1.18674|-1.75612,-1.17719][-1.75115,-1.18737|-1.73675,-1.1775][-1.58135,-1.18789|-1.56853,-1.17731]
x= 0.170974 y= -4.86797e-05 yaw= -0.0283168 dt= 0.271[0.242254,-2.23507|0.240691,-2.22343][0.340873,-2.23462|0.33878,-2.22304][0.588393,-2.23451|0.58513,-2.22295][0.62055,-2.23421|0.617022,-2.22269][0.657954,-2.23433|0.654461,-2.22277][0.84153,-2.23434|0.837107,-2.22273][0.884709,-2.23463|0.879866,-2.22297][0.897364,-2.23473|0.892521,-2.22305][1.0027,-2.23502|0.996922,-2.22326][1.015,-2.23507|1.00913,-2.22327]
x= 0.184495 y= -5.64429e-05 yaw= -0.0292627 dt= 0.279[0.319944,-2.22601|0.317939,-2.21339][0.379956,-2.22657|0.377172,-2.21389][0.466829,-2.22722|0.5004,-2.21482][0.567618,-2.22697|0.564918,-2.21411][0.867089,-2.22612|0.862155,-2.21351][0.897923,-2.22625|0.892405,-2.21362][0.935044,-2.22644|0.929409,-2.21389][0.982159,-2.22672|0.976798,-2.21424][0.230951,-2.22223|0.229108,-2.20965][0.392126,-2.22236|0.38944,-2.20979]
x= 0.195537 y= -6.31672e-05 yaw= -0.0301469 dt= 0.221[0.231582,-2.22068|0.229798,-2.21114][0.392015,-2.22088|0.390169,-2.21127][0.451547,-2.22152|0.449613,-2.2118][0.538691,-2.22129|0.535644,-2.21185][0.628858,-2.22012|0.62589,-2.21058][0.675179,-2.22042|0.672302,-2.21089][0.849508,-2.22026|0.845706,-2.21058][0.879755,-2.2203|0.875611,-2.21064][0.198574,-2.21805|0.197226,-2.20851][0.210736,-2.2172|0.209094,-2.20769]
x= 0.206525 y= -6.97546e-05 yaw= -0.0303387 dt= 0.219[0.211644,-2.21802|0.209806,-2.20741][0.340322,-2.21746|0.339446,-2.20627][0.382253,-2.21726|0.381916,-2.20682][0.430018,-2.21758|0.427875,-2.2076][0.481252,-2.21768|0.479001,-2.20763][0.657646,-2.21743|0.65481,-2.20624][0.879562,-2.21722|0.876459,-2.20649][0.895402,-2.21705|0.893135,-2.20635][0.994838,-2.21707|0.989801,-2.20706][0.319669,-2.21391|0.318565,-2.20201]
x= 0.220766 y= -7.86108e-05 yaw= -0.0316228 dt= 0.283[0.270552,-2.20711|0.267871,-2.19432][0.616956,-2.21161|0.612617,-2.19806][0.725463,-2.21054|0.722163,-2.19707][0.897373,-2.20702|0.891862,-2.19484][0.20236,-2.01834|0.200946,-2.00611][0.332955,-2.20671|0.330571,-2.19329][0.696252,-2.20533|0.69216,-2.19248][0.808333,-2.2044|0.803437,-2.1923][0.888417,-2.20466|0.882968,-2.1924][0.999214,-2.20437|0.994125,-2.19215]
x= 0.234193 y= -8.74738e-05 yaw= -0.0320951 dt= 0.266[0.202865,-2.01839|0.201234,-2.00711][0.333342,-2.2064|0.331102,-2.19443][0.695684,-2.20517|0.692376,-2.19305][0.80849,-2.2047|0.803833,-2.19213][0.887982,-2.20485|0.883471,-2.19239][0.998689,-2.20485|0.993651,-2.1921][0.231427,-2.20126|0.229798,-2.18886][0.25624,-2.203|0.254486,-2.19082][0.588449,-2.20429|0.585361,-2.19171][0.602452,-2.2036|0.599075,-2.19116]
x= 0.244935 y= -9.48082e-05 yaw= -0.0318078 dt= 0.211[0.202859,-2.01784|0.201879,-2.00858][0.23126,-2.20012|0.230303,-2.19057][0.674643,-2.19983|0.67142,-2.19047][0.849789,-2.19961|0.846125,-2.19026][0.900408,-2.19928|0.896639,-2.18996][0.291563,-2.19806|0.290034,-2.18626][0.308125,-2.19541|0.306564,-2.18619][0.332925,-2.19522|0.331368,-2.18602][0.580158,-2.19524|0.577788,-2.18606][0.649444,-2.19494|0.646416,-2.18568]
x= 0.25898 y= -0.000103833 yaw= -0.0327226 dt= 0.282[0.201361,-2.01936|0.20184,-2.00769][0.222273,-2.19221|0.222174,-2.18019][0.279403,-2.19127|0.278369,-2.17926][0.375774,-2.19193|0.373344,-2.17983][0.383877,-2.19192|0.381458,-2.17984][0.441429,-2.19179|0.43875,-2.17977][0.517075,-2.19239|0.513997,-2.18007][0.543539,-2.19218|0.540026,-2.17997][0.568195,-2.1925|0.564645,-2.18011][0.592871,-2.19277|0.589038,-2.18027]
x= 0.273474 y= -0.000113084 yaw= -0.0336386 dt= 0.286[0.201537,-2.01904|0.200203,-2.00775][0.319815,-2.18808|0.318336,-2.17516][0.490618,-2.18784|0.488446,-2.17498][0.580803,-2.18808|0.577401,-2.17549][0.667805,-2.18781|0.662704,-2.17469][0.843471,-2.18764|0.837924,-2.1746][0.213576,-2.18618|0.212294,-2.17369][0.225319,-2.18417|0.223643,-2.17164][0.25049,-2.18312|0.249756,-2.17015][0.345398,-2.18408|0.343407,-2.17125]
x= 0.28702 y= -0.000121491 yaw= -0.0334635 dt= 0.27[0.201808,-2.01901|0.200403,-2.00768][0.250342,-2.18234|0.249081,-2.17084][0.461724,-2.18334|0.459538,-2.17145][0.905489,-2.18268|0.900344,-2.17045][0.974393,-2.18273|0.968505,-2.17044][1.09252,-2.09387|1.08643,-2.0821][0.265952,-2.17772|0.26427,-2.16637][0.332724,-2.17876|0.330982,-2.1672][0.692355,-2.17917|0.688514,-2.16697][0.805642,-2.1782|0.801216,-2.16617]
x= 0.29965 y= -0.000129177 yaw= -0.0339484 dt= 0.255[0.202444,-2.01851|0.200728,-2.0082][1.09282,-2.09331|1.08666,-2.08265][0.228519,-2.1748|0.227236,-2.16268][0.405465,-2.17577|0.402831,-2.16342][0.441123,-2.17505|0.438595,-2.16288][0.681128,-2.17462|0.676733,-2.16216][0.778383,-2.17358|0.774245,-2.16169][0.914473,-2.17431|0.909209,-2.1621][1.09513,-1.96813|1.08891,-1.9579][0.350229,-2.17087|0.347888,-2.15871]
x= 0.309446 y= -0.000135018 yaw= -0.0339484 dt= 0.195[0.203638,-2.01716|0.201511,-2.0092][1.09193,-2.09193|1.08778,-2.08365][1.09411,-1.96668|1.09007,-1.95905][0.350239,-2.16941|0.348615,-2.16087][0.397457,-2.16891|0.395522,-2.16035][0.453469,-2.16811|0.451509,-2.15948][0.555069,-2.1679|0.552807,-2.15935][0.563416,-2.16795|0.5611,-2.1594][0.692237,-2.16962|0.689483,-2.1611][0.734729,-2.16937|0.731786,-2.16086]
x= 0.320497 y= -0.000141607 yaw= -0.0342138 dt= 0.219[0.203999,-2.01774|0.20277,-2.00856][1.09234,-2.09261|1.08727,-2.083][1.09471,-1.96719|1.08944,-1.95829][0.759079,-2.16581|0.75552,-2.15626][0.299703,-2.15947|0.29792,-2.1499][0.373326,-2.16029|0.371438,-2.15039][0.397816,-2.16039|0.395865,-2.15052][0.441306,-2.16014|0.439003,-2.15039][0.507907,-2.16026|0.505432,-2.15048][0.543057,-2.16039|0.540566,-2.15054]
x= 0.334248 y= -0.000149716 yaw= -0.0327477 dt= 0.275[0.204405,-2.01923|0.202957,-2.00743][1.09371,-2.1204|1.08676,-2.08191][1.09577,-1.99279|1.08911,-1.95713][0.299892,-2.16114|0.298171,-2.14843][0.373725,-2.16154|0.371418,-2.14925][0.39825,-2.16162|0.395783,-2.14935][0.441574,-2.1617|0.439051,-2.1491][0.508108,-2.16176|0.505311,-2.14922][0.543786,-2.16178|0.540281,-2.14935][0.555887,-2.16181|0.552391,-2.14939]
x= 0.346104 y= -0.000158086 yaw= -0.0415251 dt= 0.202[0.204325,-2.0178|0.203392,-2.00923][1.18799,-2.06394|1.08828,-2.10988][1.09802,-2.04256|1.09034,-1.98291][0.769939,-2.15579|0.766064,-2.14697][0.787496,-2.15566|0.784228,-2.14685][0.813538,-2.15552|0.810077,-2.14674][0.307377,-2.15124|0.306432,-2.14217][0.360677,-2.15142|0.358875,-2.14249][0.413769,-2.15134|0.412155,-2.14238][0.503009,-2.15119|0.500924,-2.14226]
x= 0.35939 y= -0.000161307 yaw= -0.0432941 dt= 0.261[0.205211,-2.019|0.203339,-2.00806][1.18923,-2.06578|1.18225,-2.05397][0.482947,-2.14957|0.480335,-2.13678][0.64999,-2.15148|0.647157,-2.13777][0.800696,-2.15032|0.795911,-2.1369][0.911095,-2.14712|0.905577,-2.13518][0.99316,-2.14916|0.987452,-2.13664][0.288229,-2.14316|0.286292,-2.13187][0.551682,-2.14497|0.548608,-2.13245][0.615165,-2.14613|0.612018,-2.13296]
x= 0.369846 y= -0.000164664 yaw= -0.0435771 dt= 0.211[0.205676,-2.01776|0.204209,-2.00914][0.28885,-2.1429|0.286822,-2.1327][0.551528,-2.14431|0.548987,-2.13449][0.79704,-2.14526|0.793429,-2.13579][0.242399,-2.1383|0.241059,-2.12852][0.325571,-2.13946|0.32373,-2.12959][0.357059,-2.13974|0.355439,-2.12999][0.397915,-2.13931|0.396255,-2.12967][0.43194,-2.13959|0.430275,-2.1301][0.475414,-2.1401|0.472921,-2.13058]
x= 0.380389 y= -0.000167893 yaw= -0.0443679 dt= 0.21[0.206314,-2.01771|0.204781,-2.00899][0.242467,-2.13854|0.241345,-2.129][0.325969,-2.13946|0.324155,-2.13015][0.357172,-2.13978|0.355506,-2.13043][0.39821,-2.1394|0.396184,-2.13][0.4319,-2.13965|0.430061,-2.13028][0.475563,-2.14018|0.473346,-2.13079][0.531118,-2.1399|0.528865,-2.1306][0.812906,-2.14085|0.809397,-2.13124][0.808859,-2.14058|0.805391,-2.131]
x= 0.393878 y= -0.000171842 yaw= -0.0444458 dt= 0.28[1.12068,-1.9223|1.11409,-1.91116][0.277619,-2.1314|0.27589,-2.11936][0.431211,-2.13113|0.428675,-2.11892][0.484341,-2.13112|0.481326,-2.1188][0.576645,-2.13152|0.572977,-2.11953][0.584559,-2.1316|0.580838,-2.11968][0.593798,-2.13158|0.589998,-2.11968][0.837632,-2.1315|0.83294,-2.11884][0.865658,-2.13151|0.860368,-2.11912][0.930974,-2.13161|0.925612,-2.11952]
x= 0.404132 y= -0.000175218 yaw= -0.0451106 dt= 0.203[1.11969,-1.92074|1.11502,-1.9126][0.277514,-2.12965|0.276222,-2.12067][0.430802,-2.12937|0.42904,-2.1204][0.48401,-2.12936|0.481902,-2.12038][0.576353,-2.12975|0.573741,-2.12078][0.584251,-2.12985|0.581615,-2.12087][0.593428,-2.12983|0.590807,-2.12085][0.836939,-2.12971|0.83341,-2.12075][0.865383,-2.12973|0.861294,-2.12076][0.930588,-2.12985|0.92628,-2.12086]
x= 0.417645 y= -0.000179534 yaw= -0.0452021 dt= 0.269[1.12077,-1.92215|1.11414,-1.91123][0.488479,-2.12218|0.485552,-2.11035][0.704438,-2.12145|0.700111,-2.11171][0.824697,-2.12222|0.820382,-2.1103][0.847425,-2.1222|0.842969,-2.1103][0.998383,-2.12216|0.992618,-2.11022][0.37742,-2.11828|0.375259,-2.1064][0.518163,-2.11805|0.51502,-2.10624][0.5482,-2.11832|0.545289,-2.10638][0.572908,-2.11867|0.569597,-2.10659]
x= 0.427349 y= -0.000182344 yaw= -0.0460023 dt= 0.192[1.12051,-1.92056|1.11533,-1.91281][0.377342,-2.11668|0.37559,-2.10801][0.51777,-2.11636|0.515649,-2.10777][0.547739,-2.11662|0.54554,-2.10804][0.57259,-2.11701|0.570128,-2.10839][0.62212,-2.11717|0.619146,-2.10856][0.66011,-2.11792|0.657301,-2.10922][0.694419,-2.11796|0.691428,-2.10932][0.715735,-2.11786|0.712648,-2.10917][0.739605,-2.11744|0.736301,-2.10877]
x= 0.440304 y= -0.000185999 yaw= -0.0443722 dt= 0.259[1.12111,-1.92183|1.11516,-1.91138][1.13552,-1.9706|1.12899,-1.95994][0.342084,-2.11485|0.339797,-2.10248][0.456506,-2.11482|0.453907,-2.10293][0.704078,-2.11373|0.699874,-2.10226][0.833422,-2.11395|0.828965,-2.10234][0.941912,-2.11032|0.936297,-2.09882][0.373519,-2.11031|0.371213,-2.09812][0.477183,-2.10991|0.473394,-2.09761][0.527215,-2.10977|0.52406,-2.09768]
x= 0.45335 y= -0.000190105 yaw= -0.0450925 dt= 0.257[1.12094,-1.92178|1.11496,-1.91128][1.13578,-1.97066|1.12928,-1.95978][1.16921,-2.10809|1.16308,-2.09634][0.355766,-2.10668|0.353974,-2.09501][0.648322,-2.10478|0.644869,-2.09362][0.73642,-2.10502|0.732045,-2.09386][0.793246,-2.10698|0.788727,-2.09521][0.869552,-2.10505|0.864721,-2.09383][0.887173,-2.10661|0.882433,-2.09481][0.90718,-2.10543|0.902348,-2.09409]
x= 0.464712 y= -0.000194032 yaw= -0.0454894 dt= 0.194[1.12094,-1.92235|1.11519,-1.91193][1.13606,-1.97174|1.12996,-1.96056][0.64845,-2.10381|0.645004,-2.09401][0.545185,-2.09953|0.542288,-2.08979][0.724396,-2.09982|0.720886,-2.09005][0.814171,-2.10028|0.810262,-2.09037][0.926962,-2.1003|0.92215,-2.09038][1.01431,-2.10173|1.00919,-2.09182][1.05876,-2.10071|1.05409,-2.08983][0.238908,-2.09566|0.229738,-2.08596]
x= 0.481248 y= -0.000198845 yaw= -0.046581 dt= 0.253[1.12244,-1.9238|1.11431,-1.91098][1.13741,-1.97202|1.12934,-1.96007][0.21699,-2.09815|0.237499,-2.0833][0.370641,-2.09751|0.367105,-2.08276][0.399591,-2.09789|0.395149,-2.0832][0.432592,-2.09824|0.427499,-2.08357][0.461484,-2.09847|0.457765,-2.08378][0.555034,-2.09786|0.550405,-2.0831][0.571074,-2.09789|0.566388,-2.08314][0.604481,-2.09783|0.598868,-2.08301]
x= 0.494364 y= -0.000203045 yaw= -0.0461027 dt= 0.186[1.12199,-1.92231|1.11536,-1.91166][1.13721,-1.97045|1.13023,-1.95957][0.875544,-2.09083|0.870478,-2.07941][0.40517,-2.08823|0.401374,-2.0764][0.478158,-2.08922|0.475305,-2.07657][0.557998,-2.08791|0.555379,-2.07607][0.681699,-2.08712|0.678119,-2.07543][0.731425,-2.08726|0.726186,-2.0756][0.856302,-2.08739|0.851502,-2.07591][0.901034,-2.08717|0.895814,-2.07574]
x= 0.506294 y= -0.000206147 yaw= -0.0465917 dt= 0.17[1.12252,-1.92175|1.11601,-1.91207][1.13755,-1.96989|1.13115,-1.95995][0.732186,-2.08549|0.727535,-2.07616][1.11305,-1.94249|1.10664,-1.93264][0.519876,-2.08463|0.51663,-2.07407][0.578389,-2.08348|0.575128,-2.07271][0.661096,-2.08299|0.657487,-2.07194][0.705468,-2.08314|0.701426,-2.07225][0.831749,-2.08329|0.827141,-2.07224][0.393303,-2.07953|0.39085,-2.06863]
x= 0.526497 y= -0.000211841 yaw= -0.0471687 dt= 0.264[1.1239,-1.92518|1.11483,-1.90858][1.13887,-1.97327|1.12976,-1.9564][1.11452,-1.94586|1.10543,-1.92918][0.255921,-2.07799|0.25348,-2.06018][0.442151,-2.07945|0.437465,-2.06152][0.463362,-2.07969|0.458759,-2.06158][0.655178,-2.07803|0.648938,-2.06013][0.675014,-2.07794|0.668726,-2.06029][0.826024,-2.07804|0.8184,-2.05969][0.872858,-2.07739|0.865562,-2.05926]
